,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF,S_TEMPERATURE,S_RADIUS,S_MASS,S_LUMINOSITY
300,Gl 49 b,2.242,5.6287339,1.5844829,447.1329,3805.0,0.51,0.52,0.049431069
301,Gl 686 b,2.4662,6.6235356,1.6388182,395.2593,3656.0,0.43,0.43,0.029512092
478,HD 106315 b,2.44378,12.598702,2.2705541,1167.9702,6327.0,1.3,1.09,2.2387211
487,HD 108236 b,1.61424,3.2418456,1.4171379,1240.2535,5660.0,0.88,0.87,0.70794578
488,HD 108236 c,2.07385,4.926334,1.5412506,1059.8478,5660.0,0.88,0.87,0.70794578
491,HD 108236 f,2.0178,4.7356372,1.5319696,629.34766,5660.0,0.88,0.87,0.70794578
505,HD 110113 b,2.05143,4.551297,1.4894956,1509.0422,5732.0,0.97,1.0,0.92896639
551,HD 125595 b,2.39894,6.3565601,1.6278013,713.14153,4691.0,0.74,0.29,0.24154608
580,HD 136352 b,1.65908,4.7197458,1.6866526,935.25966,5664.0,1.06,0.87,1.0375284
582,HD 136352 d,2.56709,8.8197271,1.8535616,445.42671,5664.0,1.06,0.87,1.0375284
587,HD 137496 b,1.31157,4.0395939,1.7549838,2148.9701,5799.0,1.59,1.04,2.3227368
590,HD 13808 c,3.12759,9.9607296,1.7845991,442.53271,5035.0,0.78,0.77,0.3672823
618,HD 1461 b,2.42136,6.4391953,1.6307452,1204.6661,5765.0,1.15,1.02,1.2445146
619,HD 1461 c,2.23079,5.5905946,1.5830683,904.90711,5765.0,1.15,1.02,1.250259
643,HD 15337 b,1.63666,7.5102757,2.1421442,1043.3142,5125.0,0.86,0.9,0.47206304
644,HD 15337 c,2.38773,8.1109706,1.8430784,669.64274,5125.0,0.86,0.9,0.47206304
649,HD 154088 b,2.45499,6.6012876,1.6397946,723.35184,5374.0,0.95,0.91,0.73960528
658,HD 155918 b,2.64556,7.5007409,1.6838107,1674.5781,5771.84,1.02,1.03,1.0375284
665,HD 156668 b,1.87207,4.131764,1.4856165,1468.878,4850.0,0.72,0.77,1.6982437
669,HD 158259 b,1.28915,2.2184395,1.3118134,1769.9433,5801.89,1.21,1.08,1.629296
670,HD 158259 c,2.23079,5.6001294,1.5844177,1521.0012,5801.89,1.21,1.08,1.629296
671,HD 158259 d,2.18595,5.4094326,1.5730979,1324.4359,5801.89,1.21,1.08,1.629296
672,HD 158259 e,2.34289,6.0800497,1.6109335,1149.4888,5801.89,1.21,1.08,1.629296
673,HD 158259 f,2.3541,6.140437,1.6150545,1001.3383,5801.89,1.21,1.08,1.629296
697,HD 164922 d,1.82723,4.0014546,1.4798317,822.07177,5390.0,0.95,0.93,0.70957777
704,HD 168009 b,3.04912,9.5348401,1.768355,907.69558,5778.33,1.21,0.99,1.4125375
722,HD 175607 b,2.94823,8.9786411,1.7451173,605.91374,5392.0,0.7,0.71,0.53579666
724,HD 176986 b,2.26442,5.7399737,1.5921224,869.60087,4931.0,0.78,0.79,0.33113112
725,HD 176986 c,2.98186,9.1788727,1.7544906,632.79567,4931.0,0.78,0.79,0.33113112
741,HD 181433 b,2.39894,6.3565601,1.6278013,774.25443,4918.0,0.79,0.63,0.34994517
759,HD 189567 b,2.84734,8.4987208,1.7276554,1038.3177,5726.0,1.04,0.83,2.1086281
760,HD 189567 c,2.54467,6.9985726,1.6583989,779.89825,5726.0,1.04,0.83,2.1086281
771,HD 191939 d,2.99307,2.8000647,0.96722073,559.5012,5348.0,0.94,0.81,0.65012969
797,HD 20329 b,1.71513,7.4212839,2.0801325,2205.8931,5596.0,1.13,0.9,1.1194379
811,HD 20781 b,1.21068,1.9387508,1.2654539,1045.8532,5256.0,0.83,0.7,0.48977882
812,HD 20781 c,2.16353,5.3395104,1.5709749,759.24777,5256.0,0.83,0.7,0.48977882
818,HD 207897 b,2.49983,14.400787,2.4001472,653.31234,5070.0,0.78,0.8,0.35974934
819,HD 20794 b,1.44609,2.701538,1.3668092,753.9926,5401.0,0.92,0.7,0.68706844
820,HD 20794 c,1.35641,2.4154928,1.3344656,580.53958,5401.0,0.92,0.7,0.68706844
821,HD 20794 d,2.04022,4.76742,1.5286329,442.84194,5401.0,0.92,0.7,0.68706844
822,HD 20794 e,2.02901,4.7705983,1.5333607,365.19604,5401.0,0.92,0.81,0.68706844
838,HD 213519 b,3.04912,9.5125921,1.7662907,951.49051,5840.0,1.08,1.05,1.2274392
839,HD 213885 b,1.74876,8.8292619,2.2469691,2197.3879,5978.0,1.1,1.07,1.3772095
843,HD 215152 b,1.18826,1.8179762,1.2369107,886.88287,4935.0,0.73,0.77,0.29991625
844,HD 215152 c,1.17705,1.7194495,1.2086408,820.18784,4935.0,0.73,0.77,0.29991625
845,HD 215152 d,1.47972,2.8000647,1.3756066,717.801,4935.0,0.73,0.77,0.29991625
846,HD 215152 e,1.50214,2.8763434,1.383774,542.2765,4935.0,0.73,0.77,0.29991625
847,HD 215497 b,2.39894,6.3565601,1.6278013,1014.5794,5110.0,0.85,0.67,0.38904514
852,HD 216520 c,3.03791,9.4394917,1.7627343,304.973,5103.0,0.76,0.82,0.35318317
855,HD 21693 b,2.8025,8.2317453,1.7138513,668.56995,5430.0,0.91,0.8,0.61944108
861,HD 217786 c,2.62314,7.3577183,1.6747919,1729.6796,5966.0,1.34,1.14,2.0137242
866,HD 219134 b,1.60303,4.7388155,1.7193491,1048.4044,4699.0,0.78,0.81,0.26485001
867,HD 219134 c,1.51335,4.3606002,1.6974752,807.53189,4699.0,0.78,0.81,0.26485001
869,HD 219134 f,1.31157,7.3005092,2.3592874,538.89048,4699.0,0.78,0.81,0.26485001
891,HD 22496 b,2.21958,5.5715249,1.5843519,648.16508,4385.0,0.67,0.68,0.066988461
899,HD 23472 b,1.99538,8.3207371,2.0420581,588.8121,4684.0,0.71,0.67,0.23713737
900,HD 23472 c,1.87207,3.4102945,1.3496927,494.76382,4684.0,0.71,0.67,0.23713737
901,HD 23472 d,0.75107,0.54984245,0.85561605,968.17607,4684.0,0.71,0.67,0.23713737
902,HD 23472 e,0.81833,0.72146957,0.93895498,769.72057,4684.0,0.71,0.67,0.23713737
903,HD 23472 f,1.13221,0.76914377,0.82421453,666.84277,4684.0,0.71,0.67,0.23713737
905,HD 238090 b,2.52225,6.8905111,1.6528432,482.23527,3933.0,0.57,0.58,0.07014553
918,HD 260655 b,1.24431,2.1389825,1.3111106,733.28595,3803.0,0.44,0.44,0.036307805
919,HD 260655 c,1.53577,3.0892882,1.4182935,576.27582,3803.0,0.44,0.44,0.036307805
923,HD 26965 b,2.84734,8.4701163,1.7247455,505.5645,5072.0,0.87,0.78,0.45708819
930,HD 28109 b,2.19716,18.494411,2.9012785,1008.3739,6120.0,1.45,1.26,2.8575905
938,HD 285968 b,2.83613,8.2635281,1.7069456,431.21986,3703.49,0.48,0.5,0.021978599
954,HD 3167 b,1.62545,4.7292807,1.7057318,1833.6699,5300.0,0.87,0.85,0.5370318
956,HD 3167 d,2.09627,5.0312173,1.5492194,876.17195,5300.0,0.87,0.85,0.5370318
957,HD 3167 e,3.09396,9.7414283,1.77441,377.53289,5300.0,0.87,0.85,0.5370318
990,HD 39194 b,1.82723,4.0014546,1.4798317,958.18669,5205.0,0.78,0.67,0.38994199
991,HD 39194 c,2.38773,6.299351,1.6242591,707.38243,5205.0,0.78,0.67,0.38994199
992,HD 39194 d,1.82723,4.0014546,1.4798317,524.84566,5205.0,0.78,0.67,0.38994199
993,HD 39855 b,2.84734,8.4987208,1.7276554,1183.1614,5576.0,0.74,0.87,0.4830588
994,HD 40307 b,1.82723,4.0046328,1.4804193,918.33323,4956.0,0.72,0.77,0.22961486
995,HD 40307 c,2.45499,6.6108225,1.6409785,704.44891,4956.0,0.72,0.77,0.22961486
996,HD 40307 d,3.04912,9.5030573,1.7654053,547.8178,4956.0,0.72,0.77,0.22961486
997,HD 40307 f,2.1299,5.2123792,1.5643661,400.73879,4956.0,0.72,0.77,0.22961486
998,HD 40307 g,2.56709,7.0875645,1.6616057,255.74628,4956.0,0.72,0.77,0.22961486
1016,HD 45184 c,2.9146,8.8038357,1.7379868,894.11052,5869.0,1.08,1.03,1.1297959
1040,HD 5278 b,2.45499,7.7994992,1.7824136,974.6405,6203.0,1.19,1.13,1.9054607
1059,HD 63433 b,2.15232,5.2759448,1.5656573,999.66911,5640.0,0.91,0.99,0.75335556
1096,HD 73583 c,2.38773,9.7001106,2.01556,526.90933,4511.0,0.65,0.73,0.17378008
1108,HD 7924 b,2.39894,6.3565601,1.6278013,929.60246,5131.0,0.78,0.65,0.39264494
1109,HD 7924 c,2.72403,7.8598865,1.6986433,672.82612,5075.0,0.78,0.83,0.38547836
1110,HD 7924 d,2.42136,6.4391953,1.6307452,574.05495,5075.0,0.78,0.83,0.38547836
1113,HD 80653 b,1.61424,5.6001294,1.8625802,2563.9921,5910.0,1.22,1.18,1.7378008
1129,HD 85512 b,1.71513,3.496108,1.4277228,360.91468,4300.0,0.71,0.43,0.1678804
1134,HD 86226 c,2.16353,7.2496567,1.8305317,1354.3152,5863.0,1.05,1.02,1.1803206
1150,HD 93351 b,1.70392,3.5374257,1.440851,1375.6531,5408.0,0.91,0.94,0.63973484
1152,HD 93385 b,1.88328,4.1985079,1.4931039,1172.3056,5977.0,1.18,1.04,1.6106456
1153,HD 93385 c,2.56709,7.1002776,1.6630952,966.0825,5977.0,1.18,1.04,1.6106456
1154,HD 93385 d,2.89218,8.6989524,1.7342864,639.67105,5977.0,1.18,1.04,1.6106456
1155,HD 93963 A b,1.3452,7.7994992,2.4079082,2108.2285,5987.0,1.04,1.11,1.2531412
1171,HD 96700 b,2.92581,8.8991841,1.7440223,1117.4823,5845.0,1.16,0.89,1.3803843
1172,HD 96700 c,1.69271,3.4992863,1.4377999,825.9916,5845.0,1.16,0.89,1.3803843
1177,HD 97658 b,2.11869,8.2984892,1.9790912,780.28786,5212.0,0.73,0.85,0.35075187
1192,HIP 116454 b,2.4662,12.71312,2.2704499,727.04137,5089.0,0.72,0.81,0.33806484
1203,HIP 38594 b,2.76887,8.1014358,1.7105261,308.0067,4086.3,0.63,0.61,0.086696188
1214,HIP 54373 b,2.86976,8.6194954,1.7330781,565.85212,4021.0,0.56,0.57,0.059979108
1218,HIP 57274 b,2.39894,6.3565601,1.6278013,1210.4093,4510.0,0.78,0.29,1.5488166
1247,HIP 97166 c,3.11638,9.9003423,1.7823784,672.64268,5198.0,0.84,0.9,0.46665938
1253,HR 858 b,2.08506,4.9898996,1.5469869,1616.5767,6201.0,1.31,1.15,2.3496328
1254,HR 858 c,1.93933,4.4178092,1.5093071,1368.9933,6201.0,1.31,1.15,2.3496328
1255,HR 858 d,2.16353,5.3395104,1.5709749,1106.0163,6201.0,1.31,1.15,2.3496328
1266,K2-101 b,1.99538,4.6720716,1.5301779,608.92723,4927.0,0.76,0.82,0.25409727
1267,K2-102 b,1.30036,2.2406874,1.3126799,684.70805,4695.0,0.71,0.77,0.22029265
1268,K2-104 b,1.7936,3.8457188,1.4642862,809.73461,3712.0,0.48,0.51,0.036812897
1274,K2-111 b,1.81602,5.288658,1.7065241,1413.5867,5775.0,1.25,0.84,1.9010783
1279,K2-116 b,0.69502,0.25744068,0.6086112,854.57911,4348.35,0.67,0.69,0.17947336
1280,K2-117 b,2.02901,4.76742,1.5328498,958.05841,3778.0,0.51,0.54,0.043954162
1281,K2-117 c,2.06264,4.8945512,1.5404398,593.09428,3778.0,0.51,0.54,0.043954162
1284,K2-12 b,2.33168,6.0387321,1.6093052,1058.9697,5800.0,1.01,1.01,1.1803206
1285,K2-120 b,2.00659,4.7038544,1.5310791,702.08324,4349.9,0.67,0.69,0.21677041
1287,K2-122 b,1.15463,1.6558839,1.1975496,787.78,4009.0,0.59,0.63,0.079067863
1290,K2-125 b,2.17474,5.403076,1.5762201,321.48003,3654.47,0.4,0.49,0.022855988
1291,K2-126 b,1.97296,4.5449404,1.5177665,677.51821,4339.0,0.65,0.69,0.13243415
1293,K2-128 b,1.42367,2.6030113,1.3521764,754.95339,4469.51,0.78,0.71,0.15066071
1294,K2-129 b,1.04253,1.1187546,1.0359126,420.31265,3459.09,0.36,0.36,0.014859356
1295,K2-13 b,1.89449,4.2271124,1.4937425,578.98622,5698.0,0.78,0.8,0.73282453
1296,K2-130 b,1.25552,2.0976648,1.2925764,1013.5733,4356.47,0.74,0.7,0.15885467
1297,K2-131 b,1.50214,6.299351,2.0478243,2240.5721,5200.0,0.81,0.84,0.33189446
1299,K2-133 b,1.3452,2.3582838,1.3240507,687.15271,3655.0,0.46,0.46,0.033189446
1300,K2-133 c,1.60303,3.2100628,1.4150961,589.4213,3655.0,0.46,0.46,0.033189446
1301,K2-133 d,2.00659,4.6720716,1.5258977,448.81442,3655.0,0.46,0.46,0.033189446
1302,K2-133 e,1.72634,3.655022,1.4550631,334.73274,3655.0,0.46,0.46,0.033189446
1303,K2-136 b,0.98648,0.93759261,0.97490645,687.31574,4499.0,0.66,0.74,0.1629296
1305,K2-136 d,1.44609,2.6983597,1.3660049,465.8044,4499.0,0.66,0.74,0.1629296
1307,K2-138 b,1.51335,3.098823,1.430964,1325.4972,5356.3,0.86,0.94,0.51641637
1308,K2-138 c,2.29805,6.3088859,1.6569011,1154.648,5356.3,0.86,0.94,0.51641637
1309,K2-138 d,2.38773,7.9202738,1.8212832,1004.6211,5356.3,0.86,0.94,0.51641637
1311,K2-138 f,2.90339,1.6304577,0.74937996,754.43265,5356.3,0.86,0.94,0.51641637
1316,K2-141 b,1.51335,5.0788915,1.8319549,2208.077,4599.0,0.68,0.71,0.17782794
1318,K2-146 b,2.05143,5.7717565,1.6773576,638.69151,3385.0,0.33,0.33,0.014996848
1319,K2-146 c,2.18595,7.4943843,1.851603,556.6009,3385.0,0.33,0.33,0.014996848
1320,K2-147 b,0.72865,0.31464972,0.65713438,1084.6064,3775.0,0.31,0.58,0.0510505
1321,K2-148 b,1.33399,2.3296793,1.321514,761.10188,4079.0,0.63,0.65,0.10092529
1322,K2-148 c,1.72634,3.655022,1.4550631,653.40186,4079.0,0.63,0.65,0.10092529
1323,K2-148 d,1.63666,3.337194,1.427945,582.9083,4079.0,0.63,0.65,0.10092529
1324,K2-149 b,1.63666,3.337194,1.427945,469.82019,3745.0,0.57,0.59,0.048977882
1325,K2-15 b,2.47741,6.7061709,1.6452745,734.85224,5131.0,0.68,0.72,0.35237087
1326,K2-150 b,1.99538,4.6720716,1.5301779,428.50265,3499.0,0.44,0.46,0.026001596
1327,K2-151 b,1.49093,2.8254909,1.3766335,609.34928,3695.0,0.45,0.47,0.027989813
1328,K2-152 b,2.28684,5.8480353,1.5991423,377.32196,4044.0,0.61,0.63,0.087096359
1329,K2-153 b,1.99538,4.6720716,1.5301779,528.61141,3845.0,0.53,0.55,0.042953643
1330,K2-154 b,1.99538,4.608506,1.5197329,795.68873,4097.0,0.63,0.65,0.095940063
1331,K2-154 c,2.07385,4.926334,1.5412506,615.42677,4097.0,0.63,0.65,0.095940063
1332,K2-155 b,1.80481,3.9092844,1.4717461,598.20848,4258.0,0.58,0.65,0.059020108
1334,K2-155 d,1.9057,4.2588952,1.4949312,322.22253,4258.0,0.58,0.65,0.059020108
1335,K2-156 b,1.09858,1.3666604,1.1153585,1455.0489,4460.0,0.62,0.66,0.14521116
1336,K2-157 b,0.99769,0.97255369,0.98732238,2576.2829,5456.0,0.88,0.94,0.616595
1338,K2-158 c,1.27794,2.1834784,1.3071313,1050.3294,5503.0,0.95,0.92,0.68706844
1339,K2-159 b,2.26442,5.7209041,1.5894755,762.37035,5425.0,0.83,0.9,0.50582466
1340,K2-16 b,2.0178,4.7356372,1.5319696,718.88232,4742.0,0.66,0.68,0.1733804
1344,K2-162 b,1.43488,2.6665769,1.3632304,699.09654,4842.0,0.69,0.75,0.22029265
1345,K2-163 b,2.4662,6.6426053,1.6411757,825.42322,4937.0,0.76,0.83,0.28773984
1347,K2-165 b,1.27794,2.167587,1.302366,1288.8621,5185.0,0.8,0.83,0.42657952
1348,K2-165 c,1.55819,3.0352574,1.3956855,1047.822,5185.0,0.8,0.83,0.42657952
1350,K2-166 b,2.18595,5.4348589,1.5767906,1278.5776,5960.0,1.61,1.16,2.8707806
1351,K2-167 b,2.26442,5.7526869,1.5938846,1157.1896,6141.0,1.46,1.34,2.7289778
1352,K2-168 b,1.86086,4.131764,1.4900845,755.85426,5502.7,0.83,0.88,0.66680677
1353,K2-169 b,1.27794,2.1644087,1.3014108,1012.5154,5548.0,0.92,0.99,0.6902398
1354,K2-17 b,2.23079,5.5937729,1.5835182,468.87827,4320.0,0.66,0.71,0.10069317
1355,K2-170 b,1.42367,2.5966548,1.3505244,1099.0405,5748.0,0.98,0.96,1.1803206
1356,K2-170 c,1.80481,3.9092844,1.4717461,932.60189,5748.0,0.98,0.96,1.1803206
1358,K2-172 b,1.67029,3.4007596,1.426895,750.21435,5569.0,0.87,0.93,0.58613816
1360,K2-173 b,1.60303,3.2100628,1.4150961,1125.3516,5580.0,0.84,0.88,0.87096359
1362,K2-175 b,2.04022,4.7992028,1.5337199,1217.3763,5909.0,1.42,1.09,2.6242185
1363,K2-176 b,1.49093,2.8286692,1.3774075,973.79484,5428.0,0.86,0.94,0.44874539
1364,K2-177 b,2.11869,5.1170308,1.5540869,1002.9513,6063.0,1.21,1.21,2.1978599
1367,K2-18 b,2.36531,8.921432,1.9421074,302.766,3457.0,0.41,0.36,0.02529298
1368,K2-18 c,2.64556,7.5102757,1.6848806,461.5913,3457.0,0.41,0.36,0.02529298
1372,K2-183 b,1.09858,1.3666604,1.1153585,2470.1069,5482.0,0.87,0.94,0.7277798
1373,K2-183 c,2.29805,5.9116009,1.6038835,873.49971,5482.0,0.87,0.94,0.73790423
1374,K2-183 d,2.29805,5.9116009,1.6038835,680.06622,5482.0,0.87,0.94,0.7277798
1375,K2-184 b,1.46851,2.7619253,1.3714106,557.08411,5245.0,0.75,0.84,0.3990249
1376,K2-185 b,1.15463,1.6050314,1.1790178,894.70225,5788.0,0.94,0.96,0.81283052
1377,K2-185 c,2.38773,6.2929945,1.6234393,524.44119,5788.0,0.94,0.96,0.81283052
1379,K2-187 b,1.19947,1.8688287,1.2482169,1990.897,5438.0,0.83,0.97,0.616595
1380,K2-187 c,1.40125,2.542624,1.3470486,1287.7385,5438.0,0.83,0.97,0.616595
1381,K2-187 d,2.39894,6.3565601,1.6278013,957.86537,5438.0,0.83,0.97,0.63679552
1382,K2-187 e,1.9057,4.2588952,1.4949312,766.64297,5438.0,0.83,0.97,0.616595
1383,K2-188 b,1.3452,2.3900666,1.332943,1881.5761,5977.0,1.19,1.06,1.5275661
1385,K2-189 b,1.52456,2.9240176,1.3848978,1319.6754,5519.0,0.87,0.94,0.57676646
1386,K2-189 c,2.49983,6.8015193,1.6494826,972.67166,5519.0,0.87,0.94,0.60394863
1390,K2-190 b,1.35641,2.4091363,1.3327086,931.28963,5631.0,0.91,0.9,0.85506671
1391,K2-190 c,1.09858,1.3380559,1.1036244,715.64637,5631.0,0.91,0.9,0.82035154
1392,K2-191 b,1.58061,3.1178927,1.4044886,1209.313,5176.0,0.84,0.9,0.45185594
1393,K2-192 b,1.52456,2.9240176,1.3848978,1056.5077,5222.0,0.81,0.9,0.43651583
1401,K2-198 c,1.42367,2.6125462,1.3546507,1131.5876,5212.9,0.76,0.8,0.39719155
1402,K2-198 d,2.44378,6.5154741,1.6328337,867.75777,5212.9,0.76,0.8,0.39719155
1403,K2-199 b,1.72634,6.9000459,1.9992303,965.33528,4491.0,0.68,0.71,0.18492686
1405,K2-200 b,1.36762,2.4345625,1.3342209,1162.1812,5233.0,0.79,0.86,0.37239171
1406,K2-201 b,1.40125,2.542624,1.3470486,1732.8626,5507.0,0.88,0.96,0.52966344
1408,K2-202 b,2.29805,5.9116009,1.6038835,1133.1602,5491.0,0.91,0.97,0.46238102
1409,K2-203 b,1.36762,2.4536322,1.3394361,758.88735,5000.0,0.76,0.79,0.32734069
1411,K2-205 b,1.99538,4.6402888,1.5249644,776.38186,5890.0,1.08,0.95,1.5631476
1414,K2-208 b,1.6815,3.4643252,1.4353602,1141.6457,5582.0,0.86,0.93,0.61094202
1415,K2-209 b,0.86317,0.58480353,0.823108,1207.6658,4720.0,0.71,0.74,0.25822602
1416,K2-21 b,1.83844,4.0364156,1.4817441,577.81891,4222.06,0.65,0.68,0.09418896
1417,K2-21 c,2.48862,6.7697365,1.6493263,497.52794,4222.06,0.65,0.68,0.10351422
1418,K2-210 b,0.86317,0.56573385,0.80957653,2183.278,5500.0,0.89,0.91,0.56363766
1419,K2-211 b,1.30036,2.2406874,1.3126799,1923.2913,5360.0,0.79,0.88,0.41114972
1421,K2-213 b,1.51335,2.9017697,1.3847194,1165.9761,5794.0,1.2,1.07,1.7660378
1422,K2-214 b,2.43257,6.4836913,1.6325951,1115.2897,5854.0,1.27,1.05,1.5703628
1423,K2-215 b,2.11869,5.1488136,1.5589058,1002.0443,5704.0,0.97,1.0,0.9418896
1424,K2-216 b,1.74876,7.9997308,2.1388118,1135.3812,4503.0,0.72,0.7,0.19010783
1427,K2-219 b,1.3452,2.38371,1.3311693,1420.5721,5753.0,1.19,1.02,1.4157938
1428,K2-219 c,1.43488,2.6602204,1.3616046,1188.159,5753.0,1.19,1.02,1.4157938
1431,K2-220 b,2.38773,6.2929945,1.6234393,836.05757,5660.0,1.02,0.96,0.86896043
1432,K2-221 b,1.6815,3.4643252,1.4353602,1478.4727,5716.0,0.95,1.01,0.86297855
1433,K2-222 b,2.38773,6.2929945,1.6234393,895.67128,6058.0,1.09,1.0,1.3772095
1434,K2-223 b,0.88559,0.63883429,0.84933252,2502.1818,5859.0,1.0,1.06,0.92257143
1435,K2-223 c,1.50214,2.8572737,1.3791793,1203.468,5859.0,1.0,1.06,0.92257143
1436,K2-224 b,1.55819,3.0543271,1.400063,1102.5438,5620.0,0.84,0.91,0.57411646
1437,K2-224 c,2.41015,6.3883429,1.6280662,841.40262,5620.0,0.84,0.91,0.57411646
1439,K2-226 b,1.53577,2.9875832,1.3947518,1207.8019,5424.0,0.91,0.88,0.52966344
1440,K2-227 b,1.67029,3.4007596,1.426895,789.04208,5673.0,0.89,0.95,0.68076936
1441,K2-228 b,1.21068,1.9260377,1.261298,959.98041,4715.0,0.65,0.71,0.14157938
1442,K2-229 b,0.99769,2.4885933,1.5793528,2009.4864,5315.0,0.79,0.87,0.40831939
1444,K2-230 b,1.96175,4.5131576,1.5167654,1707.4935,5945.0,1.39,1.11,2.0749135
1445,K2-231 b,2.49983,6.8015193,1.6494826,801.85738,5695.0,0.95,1.01,0.77268059
1452,K2-239 b,1.09858,1.3666604,1.1153585,487.24953,3420.0,0.36,0.4,0.01599558
1453,K2-239 c,0.99769,0.97255369,0.98732238,426.34334,3420.0,0.36,0.4,0.01599558
1454,K2-239 d,1.09858,1.3666604,1.1153585,390.9538,3420.0,0.36,0.4,0.01599558
1457,K2-240 b,1.99538,4.6720716,1.5301779,609.41345,3810.0,0.54,0.58,0.052966344
1458,K2-240 c,1.80481,3.9092844,1.4717461,405.44225,3810.0,0.54,0.58,0.052966344
1461,K2-243 b,2.17474,5.3395104,1.5669208,1115.8503,6570.0,1.39,1.29,2.6730064
1462,K2-243 c,2.00659,4.7038544,1.5310791,863.06451,6570.0,1.39,1.29,2.6730064
1463,K2-244 b,1.74876,3.7185876,1.4582229,713.89215,5677.0,0.92,0.86,0.76207901
1466,K2-247 b,2.11869,5.1488136,1.5589058,993.19364,4667.0,0.69,0.74,0.13121999
1467,K2-247 c,2.18595,5.4348589,1.5767906,698.28572,4667.0,0.69,0.74,0.13121999
1471,K2-250 b,2.44378,6.5154741,1.6328337,1050.9072,5172.0,0.81,0.8,0.374973
1472,K2-251 b,2.3541,6.1340805,1.6142183,504.41847,3717.0,0.49,0.52,0.045498806
1473,K2-252 b,1.73755,3.6868048,1.456654,705.0913,5152.0,0.82,0.79,0.3908409
1475,K2-254 b,1.62545,3.3054112,1.4260211,846.89918,4629.0,0.67,0.71,0.15066071
1476,K2-254 c,2.18595,5.4348589,1.5767906,590.02426,4629.0,0.67,0.71,0.15066071
1479,K2-257 b,0.82954,0.49898996,0.77558114,884.08464,3725.0,0.5,0.52,0.041591061
1481,K2-259 b,2.32047,6.0069493,1.6089369,888.48059,6059.0,1.13,1.14,1.4689263
1485,K2-263 b,2.41015,14.80125,2.4781476,487.77104,5368.0,0.85,0.88,0.54954087
1486,K2-264 b,2.23079,5.5937729,1.5835182,538.2004,3660.0,0.47,0.5,0.033036954
1488,K2-265 b,1.71513,6.5409003,1.9528561,1411.1644,5477.0,0.98,0.92,0.66069345
1490,K2-266 c,0.70623,0.28922348,0.63994654,687.44492,4285.0,0.7,0.69,0.1503142
1493,K2-268 b,1.50214,2.8572737,1.3791793,1250.1017,5106.0,0.78,0.84,0.33806484
1495,K2-268 d,1.49093,2.8254909,1.3766335,975.95877,5106.0,0.78,0.84,0.33806484
1496,K2-268 e,1.33399,2.3296793,1.321514,882.20575,5106.0,0.78,0.84,0.33806484
1497,K2-268 f,2.23079,5.5937729,1.5835182,543.16222,5106.0,0.78,0.84,0.33806484
1498,K2-269 b,1.5694,3.0892882,1.4030152,1634.645,6209.0,1.45,1.16,2.9376497
1500,K2-270 b,1.37883,2.4790584,1.3408741,1327.7681,4877.0,0.77,0.85,0.27669416
1505,K2-274 b,2.08506,4.9898996,1.5469869,691.32491,5044.0,0.7,0.79,0.30974193
1506,K2-275 b,2.34289,6.0705149,1.6096699,1228.799,4841.0,0.69,0.77,0.25527013
1507,K2-275 c,2.20837,5.5302073,1.5824674,689.02149,4841.0,0.69,0.77,0.25527013
1509,K2-277 b,2.07385,4.926334,1.5412506,1074.7782,5741.0,0.97,1.02,0.88715601
1511,K2-279 b,1.21068,1.9260377,1.261298,987.83252,5558.0,0.86,0.79,0.62373484
1512,K2-28 b,2.32047,6.0069493,1.6089369,643.81907,3214.0,0.29,0.26,0.011481536
1515,K2-282 b,2.49983,6.8015193,1.6494826,1138.0739,5499.0,1.0,0.95,0.6095369
1522,K2-286 b,2.09627,5.0534652,1.5526409,374.7396,3926.0,0.62,0.64,0.089949758
1524,K2-288 B b,1.9057,4.2588952,1.4949312,233.91,3341.0,0.32,0.33,0.011748976
1529,K2-291 b,1.59182,6.4900478,2.019189,1448.0892,5520.0,0.9,0.93,0.68233869
1531,K2-293 b,2.45499,6.5790397,1.6370291,791.58679,5532.0,0.95,0.96,0.66069345
1532,K2-294 b,1.65908,3.4007596,1.4317075,1596.1468,5612.0,1.2,0.99,1.2246162
1534,K2-3 b,1.98417,6.480513,1.8072376,545.5755,3896.0,0.56,0.6,0.070794578
1535,K2-3 c,1.55819,2.1389825,1.1716379,404.67798,3896.0,0.56,0.6,0.070794578
1540,K2-315 b,0.95285,0.80728313,0.92045099,477.39984,3300.0,0.2,0.17,0.004102041
1541,K2-316 b,1.33399,2.3296793,1.321514,827.58394,3436.0,0.38,0.41,0.014791084
1542,K2-316 c,1.82723,4.0046328,1.4804193,415.91945,3436.0,0.38,0.41,0.014791084
1544,K2-318 b,1.65908,3.4007596,1.4317075,457.0477,3851.0,0.55,0.56,0.052844525
1549,K2-32 e,1.21068,2.1008431,1.3172922,981.44684,5271.0,0.86,0.83,0.3250873
1551,K2-321 b,1.95054,4.449592,1.5103676,690.36504,3855.0,0.58,0.6,0.055718575
1552,K2-322 b,1.91691,4.3542436,1.5071466,649.12375,4141.0,0.6,0.63,0.091411324
1553,K2-323 b,2.09627,5.0534652,1.5526409,372.79118,3710.0,0.55,0.48,0.045814189
1554,K2-324 b,2.43257,6.4836913,1.6325951,734.18706,3752.0,0.51,0.52,0.046451528
1555,K2-325 b,2.19716,5.4666417,1.577355,432.37812,3287.0,0.3,0.27,0.0089536477
