,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF,S_TEMPERATURE,S_RADIUS,S_MASS,S_LUMINOSITY
4187,Kepler-732 c,1.26673,2.1548739,1.3042742,1090.3168,3631.0,0.46,0.49,0.04216965
4192,Kepler-737 b,1.96175,4.5131576,1.5167654,360.80365,3813.0,0.48,0.51,0.050003453
4193,Kepler-738 b,2.49983,6.8015193,1.6494826,646.06299,5327.0,0.82,0.86,0.61235039
4199,Kepler-743 b,1.21068,1.9260377,1.261298,1271.6939,5486.0,0.85,0.94,0.66680677
4200,Kepler-744 b,1.62545,3.2418456,1.4122428,803.5189,5594.0,0.93,0.94,0.59979108
4201,Kepler-745 b,2.16353,5.3077276,1.5662924,1181.0279,5849.0,1.04,1.04,2.3768403
4202,Kepler-746 b,1.10979,1.4111563,1.1276314,1249.4707,5418.0,0.93,0.91,0.67297666
4208,Kepler-750 c,1.62545,3.2418456,1.4122428,1519.1726,6160.0,1.23,1.15,2.2080047
4209,Kepler-751 b,2.45499,6.6108225,1.6409785,695.45502,5387.0,0.84,0.87,0.54450265
4211,Kepler-753 b,1.9057,4.3224608,1.5060461,752.53004,4346.0,0.65,0.68,0.13645831
4212,Kepler-754 b,2.00659,4.7038544,1.5310791,1073.3509,5935.0,1.08,1.06,2.6061535
4213,Kepler-755 b,1.75997,3.7503704,1.4597701,1511.8679,5043.0,0.77,0.82,0.34914032
4214,Kepler-755 c,1.25552,2.1262693,1.3013596,1154.4834,5043.0,0.77,0.82,0.34914032
4215,Kepler-756 b,1.121,1.4588305,1.140774,1582.1537,5282.0,0.79,0.82,0.4385307
4216,Kepler-757 b,1.35641,2.4186711,1.3353433,2288.7266,6014.0,1.13,1.08,1.4454398
4217,Kepler-758 b,2.47741,6.7061709,1.6452745,1246.3317,6228.0,1.42,1.16,3.6559479
4218,Kepler-758 c,1.69271,3.496108,1.4371468,1701.0891,6228.0,1.42,1.16,3.6559479
4219,Kepler-758 d,2.11869,5.1488136,1.5589058,1045.8911,6228.0,1.42,1.16,3.6559479
4220,Kepler-758 e,1.52456,2.9558004,1.3924041,1419.992,6228.0,1.42,1.16,3.6559479
4221,Kepler-759 b,2.27563,5.7844697,1.59434,617.4986,5860.0,1.04,1.04,1.1508004
4224,Kepler-760 c,1.47972,2.7937081,1.3740443,1341.9879,5322.0,0.85,0.89,0.52480746
4225,Kepler-761 b,2.02901,4.76742,1.5328498,909.83995,5706.0,0.93,0.95,0.76383578
4227,Kepler-763 b,1.22189,1.9832467,1.2740085,1658.0354,5166.0,0.8,0.84,0.46344692
4228,Kepler-764 b,1.63666,3.337194,1.427945,988.78401,5557.0,0.89,0.92,0.73113908
4229,Kepler-765 b,2.43257,6.4836913,1.6325951,747.2328,5901.0,1.06,1.05,1.3995873
4232,Kepler-768 b,1.7936,3.8457188,1.4642862,725.39876,5108.0,0.78,0.82,0.34197944
4234,Kepler-769 c,1.7936,3.8457188,1.4642862,885.62676,6186.0,1.28,1.19,1.5100802
4236,Kepler-770 b,2.29805,5.9116009,1.6038835,721.13075,5598.0,0.92,0.94,1.1324004
4237,Kepler-770 c,1.19947,1.8688287,1.2482169,1688.4627,5598.0,0.92,0.94,1.1324004
4238,Kepler-770 d,1.40125,2.542624,1.3470486,1195.8601,5598.0,0.92,0.94,1.1324004
4239,Kepler-771 b,1.81602,3.97285,1.479077,1215.6455,5906.0,1.05,1.03,2.2646443
4240,Kepler-772 b,1.81602,3.97285,1.479077,1155.6491,5714.0,1.11,0.98,2.9853826
4241,Kepler-773 b,1.43488,2.6347941,1.3550819,1401.754,5850.0,1.01,1.04,1.2445146
4243,Kepler-775 b,1.18826,1.8116196,1.2347464,1804.2633,5468.0,0.84,0.92,0.54075432
4244,Kepler-776 b,1.27794,2.1834784,1.3071313,978.29509,5071.0,0.78,0.83,0.36559479
4245,Kepler-777 b,1.46851,2.7619253,1.3714106,723.41422,4043.0,0.56,0.58,0.10764652
4246,Kepler-778 b,1.6815,3.4643252,1.4353602,1065.7899,5102.0,0.77,0.81,0.38636698
4247,Kepler-779 b,0.91922,0.72146957,0.88592973,612.50144,3804.0,0.44,0.46,0.05834451
4248,Kepler-78 b,1.121,1.9673553,1.3247642,2245.2098,5089.0,0.75,0.84,0.31768741
4249,Kepler-780 b,0.88559,0.63883429,0.84933252,2372.3299,5769.0,1.02,1.01,1.0399202
4252,Kepler-783 b,0.7847,0.40046328,0.71438039,1136.7893,5521.0,0.89,0.93,0.58748935
4253,Kepler-783 c,2.33168,6.0387321,1.6093052,963.14721,5411.49,0.87,0.94,0.58748935
4254,Kepler-784 b,1.58061,3.121071,1.4052043,1062.4746,5674.0,1.32,1.0,7.1944898
4256,Kepler-786 b,2.43257,6.4836913,1.6325951,407.4938,4838.0,0.74,0.81,0.26121614
4257,Kepler-787 b,1.27794,2.1834784,1.3071313,1363.0825,4248.0,0.62,0.65,0.12735031
4259,Kepler-789 b,2.11869,5.1488136,1.5589058,1241.3106,5870.0,1.02,1.01,3.1332857
4264,Kepler-790 b,2.17474,5.403076,1.5762201,709.26746,5208.0,0.8,0.84,0.3767038
4266,Kepler-792 b,1.96175,4.5131576,1.5167654,1071.7469,5971.0,1.12,1.09,1.8793168
4267,Kepler-793 b,1.36762,2.4504539,1.3385683,1383.3433,5745.0,0.97,0.98,1.2882496
4268,Kepler-794 b,2.10748,5.085248,1.5533679,1196.1643,5839.0,1.38,1.19,3.2062693
4269,Kepler-795 b,1.6815,3.4643252,1.4353602,666.48941,5631.0,0.96,0.94,0.95060479
4270,Kepler-796 b,1.30036,2.2406874,1.3126799,1554.3246,5475.0,1.09,0.93,3.7325016
4271,Kepler-797 b,2.17474,5.3395104,1.5669208,886.40344,5680.0,0.95,0.96,2.9512092
4272,Kepler-798 b,2.38773,6.2929945,1.6234393,954.19398,6224.0,1.29,1.19,1.6672472
4278,Kepler-80 d,1.52456,6.7506668,2.1042681,957.63332,4540.0,0.68,0.73,0.16982437
4279,Kepler-80 e,1.60303,4.1285858,1.6048329,833.54677,4540.0,0.68,0.73,0.16982437
4280,Kepler-80 f,1.21068,1.9260377,1.261298,1396.2131,4540.0,0.68,0.73,0.16982437
4281,Kepler-80 g,1.13221,1.5065047,1.153511,557.67871,4540.0,0.68,0.83,0.17100153
4283,Kepler-801 b,1.99538,4.6720716,1.5301779,644.59533,4435.0,0.63,0.67,0.15922087
4286,Kepler-804 b,1.93933,4.4178092,1.5093071,878.19404,5817.0,1.05,1.01,1.1220185
4287,Kepler-804 c,1.14342,1.5541789,1.1658633,1002.7957,5817.0,1.05,1.01,1.1220185
4289,Kepler-806 b,1.14342,1.5541789,1.1658633,1315.752,5770.0,1.16,0.99,2.5527013
4291,Kepler-808 b,1.4573,2.7301425,1.3687312,1801.9458,4653.0,0.71,0.76,0.20701413
4293,Kepler-81 b,2.42136,17.162712,2.6623385,754.89312,4385.0,0.59,0.64,0.12912193
4294,Kepler-81 c,2.36531,4.449592,1.371564,596.97413,4385.0,0.59,0.64,0.12912193
4295,Kepler-81 d,1.21068,1.9260377,1.261298,482.07625,4500.0,0.59,0.65,0.12912193
4296,Kepler-810 b,1.92812,4.3860264,1.5082335,1204.4517,5803.0,1.04,1.03,0.92896639
4299,Kepler-813 b,2.14111,5.2123792,1.5602655,728.09881,5743.0,0.93,0.95,0.84918048
4300,Kepler-814 b,2.11869,5.1488136,1.5589058,1604.0885,6162.0,1.22,1.15,4.6665938
4308,Kepler-82 d,1.77118,3.7821532,1.461296,1402.7532,5428.0,0.95,0.96,0.65313055
4309,Kepler-82 e,2.4662,6.6743881,1.6450973,1030.5058,5428.0,0.95,0.96,0.65313055
4312,Kepler-821 b,1.31157,2.2692919,1.3153746,1370.1614,5191.0,0.8,0.84,0.43251383
4313,Kepler-822 b,1.77118,3.7821532,1.461296,1413.4229,5928.0,1.08,1.06,0.98855309
4314,Kepler-823 b,1.5694,3.0892882,1.4030152,1549.5898,5643.0,0.96,0.98,2.1627185
4315,Kepler-824 b,1.87207,4.1635468,1.4913195,1316.1015,6035.0,1.22,1.15,1.3243415
4316,Kepler-825 b,1.52456,2.9558004,1.3924041,1448.5104,5976.0,1.08,1.03,1.3182567
4317,Kepler-825 c,1.83844,4.0364156,1.4817441,1119.0509,5976.0,1.08,1.03,1.3182567
4318,Kepler-826 b,1.25552,2.0976648,1.2925764,1530.7482,6079.0,1.15,1.05,2.2335722
4320,Kepler-828 b,1.51335,2.8890565,1.3816827,1882.6332,5039.0,0.77,0.81,0.2864178
4321,Kepler-829 b,2.10748,5.085248,1.5533679,1130.7221,5698.0,0.97,0.98,1.0964782
4323,Kepler-83 c,2.36531,11.441808,2.1993953,444.22535,4082.0,0.61,0.66,0.079067863
4324,Kepler-83 d,1.93933,24.472756,3.5523486,675.59376,4648.0,0.59,0.58,0.079067863
4325,Kepler-830 b,1.70392,3.5278908,1.4389078,986.6669,6037.0,1.11,1.07,1.4757065
4326,Kepler-831 b,1.26673,2.1548739,1.3042742,1179.81,5732.0,0.97,0.99,1.0280163
4327,Kepler-832 b,2.06264,4.8945512,1.5404398,1093.8055,5596.0,0.9,0.92,1.1748976
4328,Kepler-833 b,2.0178,4.7356372,1.5319696,540.08095,4339.0,0.62,0.64,0.16106456
4329,Kepler-834 b,2.0178,4.7356372,1.5319696,638.21512,4554.0,0.66,0.7,0.17988709
4335,Kepler-84 b,2.23079,40.046328,4.236937,1130.3631,6039.0,1.43,1.0,1.629296
4336,Kepler-84 c,2.36531,20.340992,2.9325271,992.82642,6039.0,1.43,1.0,1.629296
4337,Kepler-84 d,1.37883,2.4790584,1.3408741,1425.506,6031.0,1.17,1.06,1.629296
4339,Kepler-84 f,2.19716,5.4666417,1.577355,650.13076,6031.0,1.17,1.06,1.629296
4341,Kepler-842 b,1.60303,3.17828,1.4080733,1416.3012,4848.0,0.73,0.78,0.24434306
4343,Kepler-844 b,1.6815,3.4643252,1.4353602,980.87257,4128.0,0.57,0.59,0.11994993
4344,Kepler-845 b,2.04022,4.8309856,1.5387901,1557.7446,4913.0,0.75,0.79,0.24831331
4345,Kepler-846 b,2.47741,6.7061709,1.6452745,678.90946,5579.0,0.91,0.94,0.60673633
4346,Kepler-847 b,1.17705,1.7575889,1.2219718,1210.7806,4940.0,0.77,0.83,0.31117163
4347,Kepler-848 b,1.70392,3.5278908,1.4389078,1509.4004,5695.0,1.2,1.01,3.9264494
4349,Kepler-85 b,1.97296,4.5449404,1.5177665,920.14514,5499.0,1.24,0.92,0.61376201
4350,Kepler-85 c,2.17474,20.976648,3.1057348,802.52022,5499.0,1.24,0.92,0.61376201
4351,Kepler-85 d,1.19947,1.8688287,1.2482169,706.316,5436.0,0.89,0.87,0.61376201
4352,Kepler-85 e,1.26673,0.60069493,0.68862844,630.77855,5436.0,0.89,0.92,0.61376201
4353,Kepler-850 b,1.78239,3.813936,1.4628013,1165.2906,5932.0,1.09,1.06,1.4893611
4354,Kepler-851 b,1.6815,3.4643252,1.4353602,868.2275,5455.0,0.85,0.89,0.5333349
4356,Kepler-853 b,1.69271,3.496108,1.4371468,1382.6173,6350.0,1.55,1.3,3.2359366
4363,Kepler-861 b,2.27563,5.8162525,1.5987141,1045.7557,5047.0,0.78,0.82,0.37411059
4364,Kepler-862 b,2.20837,5.5302073,1.5824674,1373.0565,5333.0,0.84,0.88,0.78886012
4366,Kepler-864 b,2.39894,6.3565601,1.6278013,1237.3494,5754.0,1.0,1.0,1.6143586
4367,Kepler-865 b,2.48862,6.7697365,1.6493263,745.47524,5570.0,0.92,0.93,0.50350061
4368,Kepler-866 b,1.62545,3.3054112,1.4260211,1053.9178,4751.0,0.71,0.75,0.19724227
4370,Kepler-868 b,2.05143,4.8627684,1.5396196,1247.7765,5614.0,0.89,0.93,1.1694994
4376,Kepler-872 b,1.99538,4.608506,1.5197329,1390.3253,5902.0,1.08,1.05,0.71449633
4380,Kepler-876 b,1.43488,2.6347941,1.3550819,1010.845,5060.0,0.77,0.81,0.45919801
4381,Kepler-877 b,2.11869,5.1488136,1.5589058,654.7599,5261.0,0.81,0.85,0.45394162
4382,Kepler-878 b,1.92812,4.3860264,1.5082335,640.80921,5044.0,0.77,0.81,0.66988461
4386,Kepler-881 b,1.78239,3.813936,1.4628013,1312.2035,5961.0,1.09,1.06,1.3182567
4387,Kepler-882 b,1.2331,2.0404558,1.2863657,1160.3728,5476.0,0.87,0.9,0.5333349
4388,Kepler-883 b,1.78239,3.813936,1.4628013,1050.3753,6116.0,1.09,1.06,1.9769696
4389,Kepler-884 b,1.2331,2.0404558,1.2863657,963.44189,5715.0,0.94,1.0,0.48640721
4390,Kepler-885 b,2.49983,6.8015193,1.6494826,966.60539,6187.0,1.35,1.21,2.6121614
4391,Kepler-886 b,1.52456,2.9240176,1.3848978,1138.7629,6098.0,1.16,1.1,1.1015393
4392,Kepler-887 b,1.83844,4.0364156,1.4817441,949.01945,6194.0,1.29,1.19,2.7925438
4393,Kepler-887 c,1.13221,1.5065047,1.153511,1317.4725,6194.0,1.29,1.19,2.7925438
4394,Kepler-888 b,1.75997,3.7503704,1.4597701,490.09898,5875.0,0.9,0.97,0.9057326
4395,Kepler-889 b,1.08737,1.3221645,1.1026916,1617.1048,5961.0,1.25,1.14,2.4154608
4401,Kepler-895 b,1.53577,2.9875832,1.3947518,971.70357,4315.0,0.61,0.65,0.13995873
4403,Kepler-897 b,2.38773,6.2929945,1.6234393,1223.842,5839.0,1.04,1.03,1.9408859
4404,Kepler-898 b,1.49093,2.8254909,1.3766335,744.7705,4223.0,0.62,0.65,0.13335214
4408,Kepler-9 d,1.63666,3.337194,1.427945,1778.8503,5777.0,1.02,1.07,1.0889301
4409,Kepler-90 i,1.32278,2.3010747,1.3189294,956.97179,6015.0,1.29,1.12,1.7782794
4410,Kepler-900 b,2.08506,4.9898996,1.5469869,778.10075,4836.0,0.73,0.78,0.24660393
4411,Kepler-901 b,1.36762,2.4504539,1.3385683,839.89466,4184.0,0.57,0.59,0.10375284
4413,Kepler-903 b,2.00659,4.7038544,1.5310791,1178.7374,5682.0,0.97,0.98,2.3173946
4415,Kepler-904 b,1.77118,3.7821532,1.461296,1539.5815,6160.0,1.25,1.16,1.4256076
4416,Kepler-905 b,1.41246,2.5712285,1.3492184,1062.9742,5461.0,0.86,0.95,0.6095369
4417,Kepler-906 b,2.10748,5.085248,1.5533679,626.04673,6035.0,1.02,1.06,1.2473835
4418,Kepler-907 b,1.19947,1.8688287,1.2482169,1021.8865,6106.0,1.38,1.08,2.3878113
4419,Kepler-908 b,1.22189,1.9832467,1.2740085,2131.1904,5973.0,1.12,1.11,1.8365383
4420,Kepler-909 b,1.46851,2.7619253,1.3714106,982.2042,6154.0,1.23,1.17,1.8749945
4422,Kepler-910 b,0.81833,0.476742,0.76326873,1956.3161,6230.0,1.5,1.26,3.1188896
4425,Kepler-913 b,2.06264,4.8945512,1.5404398,770.06101,4687.0,0.61,0.63,0.52239619
4427,Kepler-914 b,1.37883,2.4790584,1.3408741,1420.4347,5877.0,1.15,1.1,1.7579236
4428,Kepler-915 b,1.50214,2.8572737,1.3791793,1618.3129,6173.0,1.38,1.21,3.2062693
4429,Kepler-916 b,1.75997,3.7503704,1.4597701,564.69643,5248.0,0.81,0.85,0.52722986
4430,Kepler-917 b,1.9057,4.3224608,1.5060461,2297.3376,5418.0,0.76,0.8,5.8076442
4431,Kepler-918 b,1.73755,3.6868048,1.456654,1193.7533,6028.0,1.14,1.11,0.95940063
4432,Kepler-919 b,2.25321,5.6891213,1.5889922,1011.3145,6113.0,1.21,1.15,1.4689263
4435,Kepler-92 d,2.06264,4.926334,1.5454331,755.71071,5904.34,1.82,1.07,3.6140986
4436,Kepler-920 b,2.42136,6.4519085,1.6323543,1015.6967,5403.0,0.85,0.89,0.65614527
4439,Kepler-922 b,1.42367,2.6030113,1.3521764,1975.5364,5671.0,0.93,0.95,0.7362071
4440,Kepler-923 b,1.37883,2.4790584,1.3408741,1303.3699,5988.0,1.26,1.11,2.1527817
4442,Kepler-925 b,2.34289,6.0705149,1.6096699,456.80633,4673.0,0.72,0.77,0.20701413
4443,Kepler-926 b,2.30926,5.9433837,1.6042811,607.32996,5806.0,1.01,1.01,1.4893611
4444,Kepler-927 b,1.71513,3.5914564,1.4470608,930.49014,5743.0,0.99,0.99,0.82035154
4445,Kepler-928 b,1.59182,3.1560321,1.4080683,902.67047,4700.0,0.7,0.73,0.19098533
4446,Kepler-929 b,1.10979,1.4111563,1.1276314,2707.5102,5869.0,1.02,1.01,2.8906799
4447,Kepler-93 b,1.5694,4.5449404,1.7017559,1175.7982,5669.0,0.98,1.09,0.78342964
4449,Kepler-930 b,2.1299,5.1805964,1.5595894,606.72699,6335.0,1.4,1.25,2.3878113
4450,Kepler-931 b,1.33399,2.3296793,1.321514,877.21546,5241.0,0.81,0.86,0.44668359
4451,Kepler-932 b,1.36762,2.4504539,1.3385683,1431.0955,5331.0,0.84,0.87,0.47643099
4452,Kepler-933 b,2.45499,6.6108225,1.6409785,789.7604,5346.0,0.84,0.87,0.61517687
4453,Kepler-934 b,2.08506,5.0216824,1.5519058,423.8315,5001.0,0.77,0.81,0.33265955
4454,Kepler-935 b,1.3452,2.3900666,1.332943,867.59175,4830.0,0.73,0.78,0.22961486
4455,Kepler-936 b,1.44609,2.6983597,1.3660049,835.01934,5482.0,0.89,0.92,0.64565423
4458,Kepler-938 b,2.21958,5.5619901,1.5829956,501.96718,5533.0,0.89,0.92,0.66988461
4459,Kepler-939 b,1.74876,3.7185876,1.4582229,1061.2216,5471.0,0.85,0.88,2.4603676
4464,Kepler-942 b,2.1299,5.1805964,1.5595894,428.59363,4861.0,0.75,0.81,0.26001596
4468,Kepler-946 b,1.92812,4.3860264,1.5082335,981.83127,5665.0,0.93,0.94,1.3614447
4469,Kepler-947 b,2.27563,5.8162525,1.5987141,741.50887,5508.0,0.87,0.9,1.3867558
4470,Kepler-948 b,1.84965,4.0681984,1.4830517,987.36973,5679.0,0.94,0.96,0.77803655
4477,Kepler-953 c,1.18826,1.8116196,1.2347464,915.09691,5416.0,0.99,0.95,0.76032628
4478,Kepler-954 b,2.32047,6.0069493,1.6089369,602.60082,4990.0,0.76,0.82,0.26791683
4482,Kepler-958 b,2.06264,4.8945512,1.5404398,838.01332,5421.0,0.86,0.91,0.52239619
4485,Kepler-960 b,2.28684,5.8480353,1.5991423,984.51095,4755.0,0.72,0.77,0.23496328
4487,Kepler-962 b,1.97296,4.5449404,1.5177665,789.26559,5478.0,0.86,0.93,0.54827696
4489,Kepler-964 b,2.11869,5.1488136,1.5589058,739.95292,5427.0,0.84,0.93,0.49431069
4492,Kepler-967 b,2.3541,6.1340805,1.6142183,593.86195,5178.0,0.8,0.84,0.19142559
4494,Kepler-968 b,1.99538,4.6720716,1.5301779,940.25558,4598.0,0.7,0.76,0.17258379
4495,Kepler-968 c,1.69271,3.496108,1.4371468,813.24059,4598.0,0.7,0.76,0.17258379
4496,Kepler-969 b,2.07385,4.926334,1.5412506,510.85053,5214.0,0.82,0.92,0.40831939
4497,Kepler-969 c,0.98648,0.93759261,0.97490645,1394.557,5214.0,0.82,0.92,0.40831939
4498,Kepler-97 b,1.47972,3.496108,1.5371019,1503.1272,5779.0,0.98,0.94,0.94406088
4501,Kepler-971 b,2.1299,5.1805964,1.5595894,842.30226,5431.0,0.85,0.88,0.50234259
4503,Kepler-973 b,1.96175,4.5131576,1.5167654,471.31032,5213.0,0.78,0.86,0.45289758
4504,Kepler-974 b,1.5694,3.0892882,1.4030152,644.70896,3687.0,0.5,0.52,0.044258837
4505,Kepler-975 b,1.47972,2.7937081,1.3740443,1230.9755,4897.0,0.75,0.8,0.30760968
4510,Kepler-98 b,1.99538,3.496108,1.3236697,1665.7152,5539.0,1.11,0.99,0.7362071
4512,Kepler-981 b,2.30926,5.9433837,1.6042811,1187.2545,5718.0,0.96,0.98,0.82985077
4513,Kepler-982 b,2.25321,5.6891213,1.5889922,1074.6266,6139.0,1.29,1.16,3.2433962
4514,Kepler-983 b,2.36531,6.1658633,1.6145552,559.05348,6052.0,1.08,1.13,1.4125375
4515,Kepler-984 b,2.11869,5.1488136,1.5589058,560.49601,5610.0,0.93,0.96,0.77983011
4517,Kepler-986 b,2.36531,6.1658633,1.6145552,533.04783,5642.0,0.98,0.96,0.89742879
4519,Kepler-988 b,2.07385,4.926334,1.5412506,478.08581,4005.0,0.53,0.55,0.089742879
4520,Kepler-989 b,2.20837,5.5302073,1.5824674,830.56321,5074.0,0.78,0.82,0.37411059
4521,Kepler-99 b,1.47972,6.0387321,2.0201476,916.08702,4782.0,0.73,0.79,0.26001596
4523,Kepler-990 c,1.52456,2.9558004,1.3924041,2480.6692,5948.0,1.08,1.05,0.89125094
4525,Kepler-992 b,1.62545,3.2418456,1.4122428,566.34417,4944.0,0.74,0.8,0.26915348
4527,Kepler-994 b,1.60303,3.17828,1.4080733,1122.6234,3934.0,0.54,0.56,0.072610596
4529,Kepler-996 b,1.98417,4.5767232,1.5187556,1519.0832,6014.0,1.14,1.09,1.7458222
4530,Kepler-997 b,1.35641,2.4186711,1.3353433,1921.2128,6150.0,1.56,1.22,3.1332857
4531,Kepler-998 b,2.32047,6.0069493,1.6089369,1285.09,6058.0,1.18,1.12,1.5595525
4532,Kepler-999 b,2.34289,6.0705149,1.6096699,1502.7861,6237.0,1.65,1.29,3.4514374
4533,L 168-9 b,1.39004,4.5989712,1.818933,1010.6071,3800.0,0.6,0.62,0.067297666
4534,L 98-59 b,0.85196,0.40046328,0.68560148,632.93739,3415.0,0.3,0.27,0.011271975
4535,L 98-59 c,1.39004,2.2184395,1.2633106,537.33502,3415.0,0.3,0.27,0.011271975
4536,L 98-59 d,1.52456,1.9387508,1.1276874,425.11234,3415.0,0.3,0.27,0.011271975
4537,L 98-59 e,1.55819,3.0606837,1.4015191,349.75542,3415.0,0.3,0.27,0.011271975
4538,LHS 1140 b,1.63666,6.378808,1.9741972,221.95452,2988.0,0.21,0.19,0.003250873
4539,LHS 1140 c,1.16584,1.7607671,1.2289423,413.51531,2988.0,0.21,0.19,0.003250873
4540,LHS 1478 b,1.24431,2.3296793,1.3683077,615.3465,3381.0,0.25,0.24,0.0071449633
4544,LHS 3844 b,1.30036,2.2502223,1.3154699,833.34633,3036.0,0.19,0.15,0.0027227013
4546,LP 791-18 b,1.121,1.4588305,1.140774,618.81215,2960.0,0.17,0.14,0.0020090928
4547,LP 791-18 c,2.30926,5.9433837,1.6042811,355.30895,2960.0,0.17,0.14,0.0020090928
4551,LTT 1445 A b,1.30036,2.8699869,1.4856214,453.42746,3340.0,0.27,0.26,0.0089949758
4552,LTT 1445 A c,1.14342,1.5414658,1.1610851,541.47727,3340.0,0.27,0.26,0.0089949758
4553,LTT 3780 b,1.33399,2.6189027,1.401146,940.04501,3331.0,0.37,0.4,0.016710906
4554,LTT 3780 c,2.29805,8.6004258,1.9345512,373.37075,3331.0,0.37,0.4,0.016710906
4721,Proxima Cen b,1.07616,1.271312,1.0868952,257.13443,3050.0,0.14,0.12,0.0015488166
4735,Ross 128 b,1.10979,1.3984432,1.1225405,316.67467,3192.0,0.2,0.17,0.00362243
4737,Ross 508 b,1.82723,4.0014546,1.4798317,301.89056,3071.0,0.21,0.18,0.0035892193
4746,TOI-1062 b,2.26442,10.151426,2.1173129,1075.5027,5328.0,0.84,0.94,0.53210826
4747,TOI-1062 c,3.09396,9.7795677,1.7778801,867.74259,5328.0,0.84,0.94,0.53210826
4749,TOI-1064 c,2.65677,2.5013064,0.97030097,654.30052,4734.0,0.73,0.75,0.23823195
4750,TOI-1075 b,1.7936,9.9511948,2.355455,1383.3402,3875.0,0.58,0.6,0.071779429
4755,TOI-1201 b,2.41015,6.2802813,1.6142378,729.0877,3476.0,0.51,0.51,0.033962527
4759,TOI-1235 b,1.69271,5.8988877,1.8667828,800.72577,3997.0,0.62,0.63,0.08830799
4768,TOI-1260 b,2.34289,8.6004258,1.9159494,918.29068,4227.0,0.65,0.66,0.13899526
4770,TOI-1266 b,2.36531,13.501334,2.3891548,426.88557,3600.0,0.42,0.45,0.02630268
4771,TOI-1266 c,1.55819,2.1993698,1.1880615,356.19223,3600.0,0.42,0.45,0.02630268
4782,TOI-1411 b,1.35641,2.4186711,1.3353433,1141.8441,4266.0,0.66,0.59,0.13121999
4785,TOI-1442 b,1.16584,1.7067364,1.2099398,1094.187,3330.0,0.31,0.29,0.010543869
4786,TOI-1444 b,1.40125,3.8711451,1.6621182,2438.8582,5430.0,0.91,0.93,0.6886523
4788,TOI-1452 b,1.67029,4.8214508,1.6989982,336.94251,3185.0,0.28,0.25,0.00699842
4789,TOI-1468 b,1.27794,3.2100628,1.5848988,708.96909,3496.0,0.34,0.34,0.015958791
4790,TOI-1468 c,2.06264,6.639427,1.7941286,350.72967,3496.0,0.34,0.34,0.015958791
4798,TOI-1634 b,1.7936,4.9104426,1.6546172,952.92082,3550.0,0.45,0.5,0.028906799
4801,TOI-1685 b,1.70392,3.778975,1.4892322,1116.3443,3434.0,0.49,0.5,0.030269134
4803,TOI-1693 b,1.41246,2.5712285,1.3492184,782.37777,3499.0,0.46,0.49,0.027925438
4804,TOI-1695 b,2.02901,5.4984245,1.6461789,709.4761,3650.0,0.53,0.54,0.043052661
4813,TOI-178 b,1.15463,1.5001482,1.1398446,1074.3609,4316.0,0.65,0.65,0.13212956
4814,TOI-178 c,1.67029,4.7705983,1.6900147,901.81999,4316.0,0.65,0.65,0.13212956
4816,TOI-178 e,2.20837,3.858432,1.3218114,619.92598,4316.0,0.65,0.65,0.13212956
4817,TOI-178 f,2.28684,7.7200422,1.8373502,538.1619,4316.0,0.65,0.65,0.13212956
4820,TOI-1807 b,1.25552,2.5712285,1.4310622,2169.9149,4757.0,0.68,0.75,0.21330449
4823,TOI-1860 b,1.31157,2.2692919,1.3153746,1907.2413,5752.0,0.94,0.99,0.80352612
4828,TOI-2048 b,2.06264,4.8945512,1.5404398,707.35161,5185.0,0.79,0.83,0.4102041
4829,TOI-206 b,1.30036,2.2406874,1.3126799,944.84748,3383.0,0.35,0.35,0.014588143
4833,TOI-2081 b,2.04022,4.8309856,1.5387901,485.69295,3800.0,0.53,0.54,0.045919801
4835,TOI-2136 b,2.18595,6.3692732,1.7069658,406.94273,3342.0,0.34,0.34,0.013001696
4848,TOI-2257 b,2.19716,5.4348589,1.572763,253.72712,3430.0,0.31,0.33,0.013583134
4849,TOI-2260 b,1.62545,3.2418456,1.4122428,2605.1627,5534.0,0.94,0.99,0.63241185
4852,TOI-237 b,1.43488,2.6665769,1.3632304,394.31521,3212.0,0.21,0.18,0.004102041
4854,TOI-2411 b,1.6815,3.4643252,1.4353602,1452.2436,4099.0,0.68,0.65,0.13458604
4856,TOI-2427 b,1.80481,3.9092844,1.4717461,1177.0503,4072.0,0.65,0.64,0.11428783
4857,TOI-2445 b,1.25552,2.0976648,1.2925764,1083.6293,3333.0,0.27,0.25,0.0082413812
4865,TOI-270 b,1.21068,1.5796052,1.1422459,600.57606,3506.0,0.38,0.39,0.019408859
4866,TOI-270 c,2.3541,6.1499719,1.616308,504.77011,3506.0,0.38,0.39,0.019408859
4867,TOI-270 d,2.1299,4.7801332,1.4980986,399.92197,3506.0,0.38,0.39,0.019408859
4877,TOI-411 b,1.71513,3.5914564,1.4470608,1410.818,6040.0,1.16,1.1,1.61808
4882,TOI-431 b,1.27794,3.0702185,1.5499918,1955.1564,4850.0,0.73,0.78,0.27227013
4883,TOI-431 c,1.49093,2.8286692,1.3774075,911.42104,4850.0,0.73,0.78,0.27227013
4887,TOI-451 b,1.9057,4.3224608,1.5060461,1534.0076,5550.0,0.88,0.95,0.64714262
4891,TOI-500 b,1.16584,1.4206912,1.1039016,1763.0796,4440.0,0.68,0.74,0.19952623
